"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210887","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",-0.420291808145414,7.89733033545432,-2.11762421119057,0.057219497138446,0.254672590238621,-4.51767566145216
"2","17210984","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",0.0485219238034134,8.66351715583246,0.292402843866754,0.775291298199478,0.898118865394869,-6.47572781085625
"3","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.114047089843023,8.78830145129257,0.705502013631413,0.494821333518299,0.731974936466576,-6.26172299734116
"4","17211174","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",-1.45401576042542,5.09580817057072,-4.37071444431749,0.00105438937454041,0.0379775432126131,-0.655637226435622
"5","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.07179275736455,6.23830917614575,0.388151778453613,0.705135088639757,0.864928156866299,-6.44137670228452
"6","17211286","Ly96","17087","lymphocyte antigen 96",-0.652572650337731,8.43903441373474,-1.63366505455805,0.129927922260048,0.382940410091189,-5.24797169516013
"7","17211396","Tmem14a","75712","transmembrane protein 14A",-0.384409905135747,3.49858401007631,-1.34123052085517,0.206247669521834,0.487675613660397,-5.63333096510482
"8","17211405","Gsta3","14859","glutathione S-transferase, alpha 3",-0.377543294013221,4.86711900598082,-1.01747586565206,0.330271573492775,0.604528674819296,-5.99390722092591
"9","17211700","Imp4","27993","IMP4, U3 small nucleolar ribonucleoprotein",-0.11304829322447,8.60090331368295,-0.848716356017904,0.413702047815213,0.67372354144621,-6.1493340763089
"10","17211713","Ptpn18","19253","protein tyrosine phosphatase, non-receptor type 18",0.108939625521645,4.54839030979131,0.520525959202227,0.612769377092599,0.809360370404337,-6.37848947917228
"11","17211774","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.381592242964222,7.28708916065476,-2.22477184472368,0.0474080089768749,0.232849943080863,-4.34444207910688
"12","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.743175683332537,7.71911374788877,3.59777196286256,0.00403095068674329,0.0698331302404513,-1.97693315176598
"13","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",1.05335745526349,4.73780688747631,2.19066272698908,0.0503432255513713,0.239280395039191,-4.3999500108565
"14","17211822","Cnnm4","94220","cyclin M4",0.0246865118241519,4.97763894160967,0.108184222020716,0.915751529190589,0.968451899607221,-6.51487396199483
"15","17211832","Cnnm3","94218","cyclin M3",-0.140782758631742,5.67686230727688,-0.929876016580599,0.37192357832146,0.640262071942339,-6.07758305562418
"16","17211850","Cox5b","12859","cytochrome c oxidase subunit 5B",-0.822288969226225,4.91606663458306,-3.40343076147767,0.00569995225301934,0.0820968426496348,-2.31636844512461
"17","17211857","4933424G06Rik","71166","RIKEN cDNA 4933424G06 gene",0.0202508491837212,2.09012022973523,0.060931148893041,0.952481114050293,0.980198818427417,-6.51912872610262
"18","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",-0.220410334168869,2.75015709477082,-0.944368526607068,0.364786235172778,0.635228348709699,-6.06417920185364
"19","17211990","Lipt1","623661","lipoyltransferase 1",0.0025850177936082,5.84482574712625,0.0133240359426802,0.989602207378224,0.996347667153659,-6.52101188797362
"20","17212018","Eif5b","226982","eukaryotic translation initiation factor 5B",-0.0706509147383949,6.16688809896978,-0.475083385450569,0.643800957207004,0.829999687428826,-6.4020643870514
"21","17212087","Npas2","18143","neuronal PAS domain protein 2",-0.252867299912133,4.33277556010315,-1.16444644827928,0.268299262130231,0.555348064749876,-5.83977408694303
"22","17212174","Il1r2","16178","interleukin 1 receptor, type II",0.618873089174683,3.56702957848417,1.79972728580051,0.0987031872636432,0.334261809450585,-5.00857465343739
"23","17212185","Il1r1","16177","interleukin 1 receptor, type I",0.262075197366663,6.86150618329913,0.752826518845221,0.46698778832244,0.712828028762752,-6.22664509153381
"24","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",0.060054118894481,5.21823996002505,0.260843445263706,0.798917892340533,0.913339714303881,-6.48496632076702
"25","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",0.610870577321937,1.9476399382376,2.03474428119086,0.0660933655019783,0.272547553147734,-4.64923315716142
"26","17212346","AI597479","98404","expressed sequence AI597479",-0.805292820865049,5.5604986102752,-3.96344291313741,0.00211974677780524,0.0515814450143224,-1.34469174881226
"27","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.212248136488223,5.52673842991199,0.961483138587179,0.356483576563273,0.626341966048389,-6.04812367927389
"28","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",0.837675999330944,7.00548027375822,3.98457935651318,0.00204331217186552,0.0507350064801504,-1.30849339893098
"29","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.0735712686402898,8.83186523049355,-0.339485503459838,0.740485838717281,0.883405207302256,-6.46001932280264
